winner,wyId,label,team1_id,team1_name,team2_id,team2_name,team1_goals,team2_goals,avgHome,avgAway,UnderdogMatch,HomeUnderdog,AwayUnderdog
2447,2516799,"Augsburg - Borussia Dortmund, 1 - 2",2481,Augsburg,2447,Borussia Dortmund,1,2,6.864285714285714,1.4485714285714286,1,1,0
2446,2516789,"Bayer Leverkusen - Hamburger SV, 3 - 0",2446,Bayer Leverkusen,2450,Hamburger SV,3,0,1.4042857142857141,7.861428571428571,1,0,1
2447,2516785,"Borussia Dortmund - Borussia M'gladbach, 6 - 1",2447,Borussia Dortmund,2454,Borussia M'gladbach,6,1,1.4328571428571428,7.082857142857143,1,0,1
2975,2516786,"RB Leipzig - Eintracht Frankfurt, 2 - 1",2975,RB Leipzig,2462,Eintracht Frankfurt,2,1,1.6928571428571428,5.0928571428571425,1,0,1
0,2516784,"Bayern M\u00fcnchen - Wolfsburg, 2 - 2",2444,Bayern M\u00fcnchen,2451,Wolfsburg,2,2,1.1342857142857143,19.591428571428573,1,0,1
2447,2516781,"Hamburger SV - Borussia Dortmund, 0 - 3",2450,Hamburger SV,2447,Borussia Dortmund,0,3,6.904285714285714,1.45,1,1,0
2444,2516779,"Schalke 04 - Bayern M\u00fcnchen, 0 - 3",2449,Schalke 04,2444,Bayern M\u00fcnchen,0,3,6.937142857142857,1.4485714285714286,1,1,0
2454,2516778,"Borussia M'gladbach - Stuttgart, 2 - 0",2454,Borussia M'gladbach,2445,Stuttgart,2,0,1.6814285714285713,5.002857142857143,1,0,1
2447,2516767,"Borussia Dortmund - K\u00f6ln, 5 - 0",2447,Borussia Dortmund,2463,K\u00f6ln,5,0,1.2514285714285713,11.98857142857143,1,0,1
2446,2516772,"Bayer Leverkusen - Freiburg, 4 - 0",2446,Bayer Leverkusen,2453,Freiburg,4,0,1.467142857142857,6.772857142857143,1,0,1
0,2516769,"Hoffenheim - Hertha BSC, 1 - 1",2482,Hoffenheim,2457,Hertha BSC,1,1,1.7157142857142857,4.941428571428571,1,0,1
0,2516768,"RB Leipzig - Borussia M'gladbach, 2 - 2",2975,RB Leipzig,2454,Borussia M'gladbach,2,2,1.68,5.094285714285714,1,0,1
2444,2516766,"Bayern M\u00fcnchen - Mainz 05, 4 - 0",2444,Bayern M\u00fcnchen,2460,Mainz 05,4,0,1.1428571428571428,19.035714285714285,1,0,1
2449,2516761,"Schalke 04 - Stuttgart, 3 - 1",2449,Schalke 04,2445,Stuttgart,3,1,1.7314285714285713,4.831428571428571,1,0,1
2482,2516757,"Hoffenheim - Bayern M\u00fcnchen, 2 - 0",2482,Hoffenheim,2444,Bayern M\u00fcnchen,2,0,6.767142857142857,1.4514285714285713,1,1,0
0,2516759,"Freiburg - Borussia Dortmund, 0 - 0",2453,Freiburg,2447,Borussia Dortmund,0,0,7.33,1.427142857142857,1,1,0
2975,2516749,"RB Leipzig - Freiburg, 4 - 1",2975,RB Leipzig,2453,Freiburg,4,1,1.3671428571428572,8.92,1,0,1
2447,2516748,"Borussia Dortmund - Hertha BSC, 2 - 0",2447,Borussia Dortmund,2457,Hertha BSC,2,0,1.3728571428571428,8.211428571428572,1,0,1
2444,2516751,"Werder Bremen - Bayern M\u00fcnchen, 0 - 2",2443,Werder Bremen,2444,Bayern M\u00fcnchen,0,2,11.454285714285714,1.2442857142857142,1,1,0
2444,2516739,"Bayern M\u00fcnchen - Bayer Leverkusen, 3 - 1",2444,Bayern M\u00fcnchen,2446,Bayer Leverkusen,3,1,1.25,11.757142857142858,1,0,1
