winner,wyId,label,team1_id,team1_name,team2_id,team2_name,team1_goals,team2_goals,avgHome,avgAway,UnderdogMatch,HomeUnderdog,AwayUnderdog
3782,2500984,"Saint-\u00c9tienne - Guingamp, 2 - 0",3782,Saint-\u00c9tienne,3785,Guingamp,2,0,1.7328571428571429,5.26,1,0,1
3767,2500983,"Nice - PSG, 1 - 2",3775,Nice,3767,PSG,1,2,9.144285714285715,1.332857142857143,1,1,0
0,2500982,"Montpellier - Dijon, 2 - 2",3787,Montpellier,3804,Dijon,2,2,1.6385714285714286,5.738571428571428,1,0,1
19830,2500981,"Monaco - Lille, 2 - 1",19830,Monaco,3776,Lille,2,1,1.2614285714285713,11.301428571428572,1,0,1
3767,2500992,"PSG - Angers SCO, 2 - 1",3767,PSG,3799,Angers,2,1,1.072857142857143,29.3,1,0,1
3766,2500970,"Olympique Lyonnais - Caen, 1 - 0",3766,Olympique Lyonnais,3783,Caen,1,0,1.4457142857142857,7.154285714285714,1,0,1
3770,2500971,"Nantes - Troyes, 1 - 0",3770,Nantes,3795,Troyes,1,0,1.66,5.924285714285714,1,0,1
19830,2500974,"Strasbourg - Monaco, 1 - 3",3779,Strasbourg,19830,Monaco,1,3,5.148571428571429,1.6742857142857142,1,1,0
0,2500959,"Olympique Marseille - Nantes, 1 - 1",3771,Olympique Marseille,3770,Nantes,1,1,1.5257142857142858,6.6414285714285715,1,0,1
0,2500964,"Saint-\u00c9tienne - Dijon, 2 - 2",3782,Saint-\u00c9tienne,3804,Dijon,2,2,1.73,5.097142857142857,1,0,1
3767,2500965,"Troyes - PSG, 0 - 2",3795,Troyes,3767,PSG,0,2,10.23,1.2942857142857143,1,1,0
19830,2500961,"Monaco - Bordeaux, 2 - 1",19830,Monaco,3772,Bordeaux,2,1,1.6357142857142857,5.491428571428571,1,0,1
3775,2500963,"Nice - Lille, 2 - 1",3775,Nice,3776,Lille,2,1,1.75,5.2785714285714285,1,0,1
3767,2500952,"PSG - Olympique Marseille, 3 - 0",3767,PSG,3771,Olympique Marseille,3,0,1.2485714285714287,10.89857142857143,1,0,1
0,2500950,"Olympique Lyonnais - Saint-\u00c9tienne, 1 - 1",3766,Olympique Lyonnais,3782,Saint-\u00c9tienne,1,1,1.4928571428571429,6.5128571428571425,1,0,1
3789,2500951,"Nantes - Amiens SC, 0 - 1",3770,Nantes,3789,Amiens SC,0,1,1.6757142857142857,5.751428571428572,1,0,1
3774,2500953,"Rennes - Troyes, 2 - 0",3774,Rennes,3795,Troyes,2,0,1.6985714285714286,5.324285714285714,1,0,1
3771,2500940,"Olympique Marseille - Bordeaux, 1 - 0",3771,Olympique Marseille,3772,Bordeaux,1,0,1.6285714285714286,5.444285714285714,1,0,1
0,2500942,"Montpellier - Guingamp, 1 - 1",3787,Montpellier,3785,Guingamp,1,1,1.77,5.091428571428572,1,0,1
3767,2500944,"PSG - Strasbourg, 5 - 2",3767,PSG,3779,Strasbourg,5,2,1.07,32.857142857142854,1,0,1
19830,2500941,"Monaco - Dijon, 4 - 0",19830,Monaco,3804,Dijon,4,0,1.3042857142857143,9.714285714285714,1,0,1
3774,2500930,"Olympique Lyonnais - Rennes, 0 - 2",3766,Olympique Lyonnais,3774,Rennes,0,2,1.4985714285714287,6.4314285714285715,1,0,1
3772,2500927,"Bordeaux - Amiens SC, 3 - 2",3772,Bordeaux,3789,Amiens SC,3,2,1.497142857142857,7.517142857142857,1,0,1
3767,2500935,"Toulouse - PSG, 0 - 1",3780,Toulouse,3767,PSG,0,1,14.965714285714286,1.197142857142857,1,1,0
3767,2500918,"Lille - PSG, 0 - 3",3776,Lille,3767,PSG,0,3,16.798571428571428,1.1757142857142857,1,1,0
3771,2500919,"Olympique Marseille - Metz, 6 - 3",3771,Olympique Marseille,3777,Metz,6,3,1.2614285714285713,11.428571428571429,1,0,1
3767,2500913,"PSG - Montpellier, 4 - 0",3767,PSG,3787,Montpellier,4,0,1.1485714285714286,18.357142857142858,1,0,1
3766,2500898,"Olympique Lyonnais - PSG, 2 - 1",3766,Olympique Lyonnais,3767,PSG,2,1,7.12,1.4128571428571428,1,1,0
19830,2500899,"Monaco - Metz, 3 - 1",19830,Monaco,3777,Metz,3,1,1.3242857142857143,8.93142857142857,1,0,1
3775,2500902,"Nice - Saint-\u00c9tienne, 1 - 0",3775,Nice,3782,Saint-\u00c9tienne,1,0,1.6042857142857143,5.968571428571429,1,0,1
3787,2500900,"Montpellier - Toulouse, 2 - 1",3787,Montpellier,3780,Toulouse,2,1,1.7757142857142858,5.268571428571429,1,0,1
3767,2500894,"PSG - Dijon, 8 - 0",3767,PSG,3804,Dijon,8,0,1.0757142857142858,26.214285714285715,1,0,1
